Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
TCL,TRANSURBAN GROUP STAPLED UNITS,Industrials,Equity,"2,239,516.54",0.04,"2,239,516.54","232,482.00",9.63,Australia,Asx - All Markets,USD,1.51,AUD,-
8750,DAI-ICHI LIFE HOLDINGS INC,Financials,Equity,"2,236,849.50",0.04,"2,236,849.50","266,500.00",8.39,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
3382,SEVEN & I HOLDINGS LTD,Consumer Staples,Equity,"2,222,752.67",0.04,"2,222,752.67","166,200.00",13.37,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
PGHN,PARTNERS GROUP HOLDING AG,Financials,Equity,"2,220,657.09",0.04,"2,220,657.09","1,645.00","1,349.94",Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
VTR,VENTAS REIT INC,Real Estate,Equity,"2,219,924.28",0.04,"2,219,924.28","31,836.00",69.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
BMW,BMW AG,Consumer Discretionary,Equity,"2,208,213.22",0.04,"2,208,213.22","22,465.00",98.3,Germany,Xetra,USD,0.85,EUR,-
ORA,ORANGE SA,Communication,Equity,"2,203,000.33",0.04,"2,203,000.33","135,149.00",16.3,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,01-Jan-98
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"2,192,229.00",0.04,"2,192,229.00","15,990.00",137.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
FITB,FIFTH THIRD BANCORP,Financials,Equity,"2,166,286.88",0.04,"2,166,286.88","47,548.00",45.56,United States,NASDAQ,USD,1,USD,-
AHT,ASHTEAD GROUP PLC,Industrials,Equity,"2,165,747.01",0.04,"2,165,747.01","30,059.00",72.05,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
FER,FERROVIAL,Industrials,Equity,"2,155,463.22",0.04,"2,155,463.22","37,603.00",57.32,Spain,Bolsa De Madrid,USD,0.85,EUR,-
4901,FUJIFILM HOLDINGS CORP,Information Technology,Equity,"2,152,424.58",0.04,"2,152,424.58","87,300.00",24.66,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,Equity,"2,143,005.64",0.04,"2,143,005.64","12,566.00",170.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
SOFI,SOFI TECHNOLOGIES INC,Financials,Equity,"2,134,912.05",0.04,"2,134,912.05","80,411.00",26.55,United States,NASDAQ,USD,1,USD,-
CBK,COMMERZBANK AG,Financials,Equity,"2,132,733.95",0.04,"2,132,733.95","55,993.00",38.09,Germany,Xetra,USD,0.85,EUR,-
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,"2,129,829.44",0.04,"2,129,829.44","34,592.00",61.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
SEB A,SKANDINAVISKA ENSKILDA BANKEN,Financials,Equity,"2,127,795.66",0.04,"2,127,795.66","110,109.00",19.32,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
SLHN,SWISS LIFE HOLDING AG,Financials,Equity,"2,126,698.88",0.04,"2,126,698.88","2,035.00","1,045.06",Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
DXCM,DEXCOM INC,Health Care,Equity,"2,119,449.54",0.04,"2,119,449.54","27,807.00",76.22,United States,NASDAQ,USD,1,USD,-
8630,SOMPO HOLDINGS INC,Financials,Equity,"2,110,483.16",0.04,"2,110,483.16","65,600.00",32.17,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
TEAM,ATLASSIAN CORP CLASS A,Information Technology,Equity,"2,106,658.89",0.04,"2,106,658.89","12,047.00",174.87,United States,NASDAQ,USD,1,USD,-
HO,THALES SA,Industrials,Equity,"2,095,105.95",0.04,"2,095,105.95","7,132.00",293.76,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
SAMPO,SAMPO CLASS A,Financials,Equity,"2,081,791.54",0.04,"2,081,791.54","179,641.00",11.59,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,EUR,-
AMRZ,AMRIZE AG,Materials,Equity,"2,078,567.97",0.04,"2,078,567.97","37,585.00",55.3,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
EME,EMCOR GROUP INC,Industrials,Equity,"2,077,851.24",0.04,"2,077,851.24","3,303.00",629.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
UCB,UCB SA,Health Care,Equity,"2,075,622.24",0.04,"2,075,622.24","8,534.00",243.22,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,EUR,-
GIS,GENERAL MILLS INC,Consumer Staples,Equity,"2,067,287.04",0.04,"2,067,287.04","41,412.00",49.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
IRM,IRON MOUNTAIN INC,Real Estate,Equity,"2,062,107.63",0.04,"2,062,107.63","21,327.00",96.69,United States,New York Stock Exchange Inc.,USD,1,USD,-
RIO,RIO TINTO LTD,Materials,Equity,"2,060,729.19",0.04,"2,060,729.19","26,870.00",76.69,Australia,Asx - All Markets,USD,1.51,AUD,02-Jan-85
EQT,EQT CORP,Energy,Equity,"2,060,217.36",0.04,"2,060,217.36","40,444.00",50.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,Equity,"2,049,003.90",0.04,"2,049,003.90","8,130.00",252.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
SAND,SANDVIK,Industrials,Equity,"2,045,251.15",0.04,"2,045,251.15","76,330.00",26.79,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
K,KINROSS GOLD CORP,Materials,Equity,"2,041,914.44",0.04,"2,041,914.44","87,770.00",23.26,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
KBC,KBC GROEP,Financials,Equity,"2,040,026.57",0.04,"2,040,026.57","17,080.00",119.44,Belgium,Nyse Euronext - Euronext Brussels,USD,0.85,EUR,-
ZS,ZSCALER INC,Information Technology,Equity,"2,040,100.76",0.04,"2,040,100.76","7,204.00",283.19,United States,NASDAQ,USD,1,USD,-
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"2,039,181.86",0.04,"2,039,181.86","14,074.00",144.89,United States,NASDAQ,USD,1,USD,-
6902,DENSO CORP,Consumer Discretionary,Equity,"2,029,279.84",0.03,"2,029,279.84","140,100.00",14.48,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
NTR,NUTRIEN LTD,Materials,Equity,"2,026,007.70",0.03,"2,026,007.70","35,572.00",56.96,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
TRI,THOMSON REUTERS CORP,Industrials,Equity,"2,024,496.55",0.03,"2,024,496.55","11,707.00",172.93,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
CLS,CELESTICA INC,Information Technology,Equity,"2,021,262.17",0.03,"2,021,262.17","8,368.00",241.55,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,"2,013,725.52",0.03,"2,013,725.52","5,743.00",350.64,United States,NASDAQ,USD,1,USD,-
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,Equity,"2,010,045.00",0.03,"2,010,045.00","10,300.00",195.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials,Equity,"2,004,511.60",0.03,"2,004,511.60","31,468.00",63.7,United States,NASDAQ,USD,1,USD,-
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,"2,003,709.42",0.03,"2,003,709.42","9,018.00",222.19,United States,NASDAQ,USD,1,USD,-
BRO,BROWN & BROWN INC,Financials,Equity,"1,996,611.30",0.03,"1,996,611.30","21,345.00",93.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"1,991,814.45",0.03,"1,991,814.45","11,465.00",173.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
DTE,DTE ENERGY,Utilities,Equity,"1,988,695.72",0.03,"1,988,695.72","14,533.00",136.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
NTRS,NORTHERN TRUST CORP,Financials,Equity,"1,989,185.40",0.03,"1,989,185.40","15,370.00",129.42,United States,NASDAQ,USD,1,USD,-
AEE,AMEREN CORP,Utilities,Equity,"1,986,167.74",0.03,"1,986,167.74","19,706.00",100.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
8267,AEON LTD,Consumer Staples,Equity,"1,985,406.81",0.03,"1,985,406.81","162,300.00",12.23,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
VRSN,VERISIGN INC,Information Technology,Equity,"1,974,656.32",0.03,"1,974,656.32","6,916.00",285.52,United States,NASDAQ,USD,1,USD,-
HPQ,HP INC,Information Technology,Equity,"1,974,122.60",0.03,"1,974,122.60","70,580.00",27.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTD,METTLER TOLEDO INC,Health Care,Equity,"1,971,180.10",0.03,"1,971,180.10","1,565.00","1,259.54",United States,New York Stock Exchange Inc.,USD,1,USD,-
LUMI,BANK LEUMI LE ISRAEL,Financials,Equity,"1,963,192.05",0.03,"1,963,192.05","106,389.00",18.45,Israel,Tel Aviv Stock Exchange,USD,3.34,ILS,-
NTAP,NETAPP INC,Information Technology,Equity,"1,958,084.00",0.03,"1,958,084.00","15,791.00",124,United States,NASDAQ,USD,1,USD,-
6762,TDK CORP,Information Technology,Equity,"1,957,541.90",0.03,"1,957,541.90","146,000.00",13.41,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
AV.,AVIVA PLC,Financials,Equity,"1,953,948.46",0.03,"1,953,948.46","215,029.00",9.09,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
MDB,MONGODB INC CLASS A,Information Technology,Equity,"1,952,211.40",0.03,"1,952,211.40","5,914.00",330.1,United States,NASDAQ,USD,1,USD,-
PPL,PPL CORP,Utilities,Equity,"1,947,903.04",0.03,"1,947,903.04","53,869.00",36.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
7751,CANON INC,Information Technology,Equity,"1,944,253.26",0.03,"1,944,253.26","64,900.00",29.96,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
HSY,HERSHEY FOODS,Consumer Staples,Equity,"1,939,274.82",0.03,"1,939,274.82","10,482.00",185.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
Z74,SINGAPORE TELECOMMUNICATIONS LTD,Communication,Equity,"1,934,413.53",0.03,"1,934,413.53","571,900.00",3.38,Singapore,Singapore Exchange,USD,1.28,SGD,-
VLTO,VERALTO CORP,Industrials,Equity,"1,925,687.86",0.03,"1,925,687.86","17,662.00",109.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
RDDT,REDDIT INC CLASS A,Communication,Equity,"1,921,415.24",0.03,"1,921,415.24","7,556.00",254.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
DANSKE,DANSKE BANK,Financials,Equity,"1,905,922.58",0.03,"1,905,922.58","45,865.00",41.56,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.37,DKK,-
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,"1,898,617.77",0.03,"1,898,617.77","3,413.00",556.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
VOD,VODAFONE GROUP PLC,Communication,Equity,"1,889,330.74",0.03,"1,889,330.74","1,587,091.00",1.19,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
L,LOBLAW COMPANIES LTD,Consumer Staples,Equity,"1,889,346.78",0.03,"1,889,346.78","47,079.00",40.13,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
8604,NOMURA HOLDINGS INC,Financials,Equity,"1,888,784.15",0.03,"1,888,784.15","253,800.00",7.44,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
ATO,ATMOS ENERGY CORP,Utilities,Equity,"1,873,575.00",0.03,"1,873,575.00","11,250.00",166.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
AWK,AMERICAN WATER WORKS INC,Utilities,Equity,"1,873,594.56",0.03,"1,873,594.56","13,452.00",139.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,"1,872,381.52",0.03,"1,872,381.52","13,679.00",136.88,United States,NASDAQ,USD,1,USD,-
GBP,GBP CASH,Cash and/or Derivatives,Cash,"1,861,878.82",0.03,"1,861,878.82","1,373,219.00",135.59,United Kingdom,-,USD,0.74,GBP,-
6954,FANUC CORP,Industrials,Equity,"1,861,834.43",0.03,"1,861,834.43","64,800.00",28.73,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
5803,FUJIKURA LTD,Industrials,Equity,"1,861,858.81",0.03,"1,861,858.81","19,500.00",95.48,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
STE,STERIS,Health Care,Equity,"1,861,606.00",0.03,"1,861,606.00","7,450.00",249.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
WSP,WSP GLOBAL INC,Industrials,Equity,"1,860,253.70",0.03,"1,860,253.70","8,937.00",208.15,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
FTS,FORTIS INC,Utilities,Equity,"1,856,522.32",0.03,"1,856,522.32","37,607.00",49.37,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
4578,OTSUKA HOLDINGS LTD,Health Care,Equity,"1,843,182.66",0.03,"1,843,182.66","32,000.00",57.6,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
GEBN,GEBERIT AG,Industrials,Equity,"1,843,326.72",0.03,"1,843,326.72","2,446.00",753.61,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
NOKIA,NOKIA,Information Technology,Equity,"1,837,979.07",0.03,"1,837,979.07","409,325.00",4.49,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,EUR,01-Jan-98
PSTG,PURE STORAGE INC CLASS A,Information Technology,Equity,"1,832,244.90",0.03,"1,832,244.90","22,263.00",82.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALL,ARISTOCRAT LEISURE LTD,Consumer Discretionary,Equity,"1,832,616.75",0.03,"1,832,616.75","40,885.00",44.82,Australia,Asx - All Markets,USD,1.51,AUD,-
MKL,MARKEL GROUP INC,Financials,Equity,"1,830,963.59",0.03,"1,830,963.59",937,"1,954.07",United States,New York Stock Exchange Inc.,USD,1,USD,-
RWE,RWE AG,Utilities,Equity,"1,828,368.87",0.03,"1,828,368.87","43,393.00",42.14,Germany,Xetra,USD,0.85,EUR,-
PRY,PRYSMIAN,Industrials,Equity,"1,827,820.41",0.03,"1,827,820.41","19,338.00",94.52,Italy,Borsa Italiana,USD,0.85,EUR,-
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,"1,822,882.14",0.03,"1,822,882.14","102,582.00",17.77,United States,NASDAQ,USD,1,USD,-
2802,AJINOMOTO INC,Consumer Staples,Equity,"1,818,222.45",0.03,"1,818,222.45","63,000.00",28.86,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,"1,816,532.76",0.03,"1,816,532.76","7,756.00",234.21,United States,Cboe BZX,USD,1,USD,-
PPG,PPG INDUSTRIES INC,Materials,Equity,"1,816,029.44",0.03,"1,816,029.44","16,402.00",110.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
ML,MICHELIN,Consumer Discretionary,Equity,"1,815,400.84",0.03,"1,815,400.84","49,207.00",36.89,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
5108,BRIDGESTONE CORP,Consumer Discretionary,Equity,"1,814,176.40",0.03,"1,814,176.40","38,300.00",47.37,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
6752,PANASONIC HOLDINGS CORP,Consumer Discretionary,Equity,"1,812,049.77",0.03,"1,812,049.77","171,700.00",10.55,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
SWED A,SWEDBANK,Financials,Equity,"1,808,022.70",0.03,"1,808,022.70","61,454.00",29.42,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
RF,REGIONS FINANCIAL CORP,Financials,Equity,"1,804,754.84",0.03,"1,804,754.84","66,449.00",27.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
FE,FIRSTENERGY CORP,Utilities,Equity,"1,793,610.00",0.03,"1,793,610.00","40,950.00",43.8,United States,New York Stock Exchange Inc.,USD,1,USD,-
4543,TERUMO CORP,Health Care,Equity,"1,792,782.12",0.03,"1,792,782.12","102,200.00",17.54,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Equity,"1,791,646.80",0.03,"1,791,646.80","6,802.00",263.4,United States,NASDAQ,USD,1,USD,-
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,"1,789,333.74",0.03,"1,789,333.74","3,477.00",514.62,United States,NASDAQ,USD,1,USD,-
SSE,SSE PLC,Utilities,Equity,"1,787,739.35",0.03,"1,787,739.35","78,978.00",22.64,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
PTC,PTC INC,Information Technology,Equity,"1,783,636.56",0.03,"1,783,636.56","8,696.00",205.11,United States,NASDAQ,USD,1,USD,-
CNP,CENTERPOINT ENERGY INC,Utilities,Equity,"1,782,748.80",0.03,"1,782,748.80","46,620.00",38.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
SDZ,SANDOZ GROUP AG,Health Care,Equity,"1,781,999.55",0.03,"1,781,999.55","29,664.00",60.07,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
POW,POWER CORPORATION OF CANADA,Financials,Equity,"1,779,347.49",0.03,"1,779,347.49","41,662.00",42.71,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"1,763,952.84",0.03,"1,763,952.84","9,594.00",183.86,United States,New York Stock Exchange Inc.,USD,1,USD,-
4661,ORIENTAL LAND LTD,Consumer Discretionary,Equity,"1,752,280.35",0.03,"1,752,280.35","72,000.00",24.34,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
FRE,FRESENIUS SE AND CO KGAA,Health Care,Equity,"1,747,788.51",0.03,"1,747,788.51","32,024.00",54.58,Germany,Xetra,USD,0.85,EUR,-
GALD,GALDERMA GROUP N AG,Health Care,Equity,"1,742,389.61",0.03,"1,742,389.61","9,521.00",183,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
POLI,BANK HAPOALIM BM,Financials,Equity,"1,742,007.42",0.03,"1,742,007.42","91,131.00",19.12,Israel,Tel Aviv Stock Exchange,USD,3.34,ILS,-
ERIC B,ERICSSON B,Information Technology,Equity,"1,742,048.97",0.03,"1,742,048.97","218,815.00",7.96,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,01-Jan-98
PODD,INSULET CORP,Health Care,Equity,"1,742,052.66",0.03,"1,742,052.66","5,097.00",341.78,United States,NASDAQ,USD,1,USD,-
DTG,DAIMLER TRUCK HOLDING E AG,Industrials,Equity,"1,742,081.97",0.03,"1,742,081.97","39,404.00",44.21,Germany,Xetra,USD,0.85,EUR,-
DOV,DOVER CORP,Industrials,Equity,"1,739,832.84",0.03,"1,739,832.84","10,058.00",172.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,"1,724,267.10",0.03,"1,724,267.10","8,110.00",212.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
HUBB,HUBBELL INC,Industrials,Equity,"1,724,349.06",0.03,"1,724,349.06","3,942.00",437.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
6146,DISCO CORP,Information Technology,Equity,"1,724,706.28",0.03,"1,724,706.28","6,200.00",278.18,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
RYA,RYANAIR HOLDINGS PLC,Industrials,Equity,"1,722,616.27",0.03,"1,722,616.27","61,668.00",27.93,Ireland,Irish Stock Exchange - All Market,USD,0.85,EUR,-
7182,JAPAN POST BANK LTD,Financials,Equity,"1,719,646.52",0.03,"1,719,646.52","134,400.00",12.79,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
HUBS,HUBSPOT INC,Information Technology,Equity,"1,719,197.04",0.03,"1,719,197.04","3,498.00",491.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
8308,RESONA HOLDINGS INC,Financials,Equity,"1,717,315.39",0.03,"1,717,315.39","166,900.00",10.29,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
LDO,LEONARDO FINMECCANICA SPA,Industrials,Equity,"1,717,182.26",0.03,"1,717,182.26","28,996.00",59.22,Italy,Borsa Italiana,USD,0.85,EUR,-
NVR,NVR INC,Consumer Discretionary,Equity,"1,716,623.28",0.03,"1,716,623.28",204,"8,414.82",United States,New York Stock Exchange Inc.,USD,1,USD,-
ATCO B,ATLAS COPCO CLASS B,Industrials,Equity,"1,711,449.33",0.03,"1,711,449.33","113,895.00",15.03,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,"1,709,919.90",0.03,"1,709,919.90","8,682.00",196.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
ES,EVERSOURCE ENERGY,Utilities,Equity,"1,708,397.10",0.03,"1,708,397.10","26,003.00",65.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
VOW3,VOLKSWAGEN NON-VOTING PREF AG,Consumer Discretionary,Equity,"1,707,031.37",0.03,"1,707,031.37","14,271.00",119.62,Germany,Xetra,USD,0.85,EUR,02-Jan-90
DNB,DNB BANK,Financials,Equity,"1,706,265.95",0.03,"1,706,265.95","62,947.00",27.11,Norway,Oslo Bors Asa,USD,9.88,NOK,-
KHC,KRAFT HEINZ,Consumer Staples,Equity,"1,702,186.59",0.03,"1,702,186.59","65,143.00",26.13,United States,NASDAQ,USD,1,USD,-
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,"1,702,035.00",0.03,"1,702,035.00","37,823.00",45,United States,NASDAQ,USD,1,USD,-
AER,AERCAP HOLDINGS NV,Industrials,Equity,"1,700,286.62",0.03,"1,700,286.62","13,906.00",122.27,Netherlands,New York Stock Exchange Inc.,USD,1,USD,-
CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,"1,697,852.64",0.03,"1,697,852.64","10,824.00",156.86,United States,NASDAQ,USD,1,USD,-
TEVA,TEVA PHARMACEUTICAL INDUSTRIES ADR,Health Care,Equity,"1,697,278.66",0.03,"1,697,278.66","85,162.00",19.93,Israel,New York Stock Exchange Inc.,USD,1,USD,-
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,"1,696,008.88",0.03,"1,696,008.88","3,112.00",544.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
HEXA B,HEXAGON CLASS B,Information Technology,Equity,"1,692,433.35",0.03,"1,692,433.35","146,007.00",11.59,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
KNEBV,KONE,Industrials,Equity,"1,688,529.38",0.03,"1,688,529.38","25,111.00",67.24,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.85,EUR,-
DG,DOLLAR GENERAL CORP,Consumer Staples,Equity,"1,687,104.00",0.03,"1,687,104.00","16,160.00",104.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Equity,"1,685,462.69",0.03,"1,685,462.69","29,793.00",56.57,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
CAP,CAPGEMINI,Information Technology,Equity,"1,682,639.21",0.03,"1,682,639.21","11,590.00",145.18,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
8802,MITSUBISHI ESTATE CO LTD,Real Estate,Equity,"1,680,078.55",0.03,"1,680,078.55","73,600.00",22.83,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
VIE,VEOLIA ENVIRON. SA,Utilities,Equity,"1,678,586.29",0.03,"1,678,586.29","49,121.00",34.17,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
RKLB,ROCKET LAB CORP,Industrials,Equity,"1,674,609.30",0.03,"1,674,609.30","31,395.00",53.34,United States,NASDAQ,USD,1,USD,-
JBL,JABIL INC,Information Technology,Equity,"1,671,166.42",0.03,"1,671,166.42","7,807.00",214.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
ASM,ASM INTERNATIONAL NV,Information Technology,Equity,"1,663,684.86",0.03,"1,663,684.86","3,342.00",497.81,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
VNA,VONOVIA SE,Real Estate,Equity,"1,660,395.70",0.03,"1,660,395.70","53,591.00",30.98,Germany,Xetra,USD,0.85,EUR,-
IP,INTERNATIONAL PAPER,Materials,Equity,"1,658,767.32",0.03,"1,658,767.32","36,068.00",45.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
WRB,WR BERKLEY CORP,Financials,Equity,"1,652,977.44",0.03,"1,652,977.44","22,392.00",73.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
BXB,BRAMBLES LTD,Industrials,Equity,"1,651,818.23",0.03,"1,651,818.23","98,159.00",16.83,Australia,Asx - All Markets,USD,1.51,AUD,-
CVE,CENOVUS ENERGY INC,Energy,Equity,"1,650,704.47",0.03,"1,650,704.47","97,782.00",16.88,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
7269,SUZUKI MOTOR CORP,Consumer Discretionary,Equity,"1,649,305.23",0.03,"1,649,305.23","116,900.00",14.11,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,"1,646,250.32",0.03,"1,646,250.32","24,778.00",66.44,United States,New York Stock Exchange Inc.,USD,1,USD,-
LH,LABCORP HOLDINGS INC,Health Care,Equity,"1,642,406.55",0.03,"1,642,406.55","5,909.00",277.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
